$ID,$ID_NAME,Armor,Description,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR,Type
10022,SCS_M2_Mon_Guard,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 3350, ""Population"": 3, ""TimeRespawn"": 60.0}]",夏奧雷伊警備兵,,2,0,2,2,2,2,2,0
10023,Aos_Soldier,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1311, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1511, ""Population"": 0, ""TimeRespawn"": 60.0}]",傭兵,,2,0,2,2,2,2,2,0
10028,Aos_Hero_Arc,5,怪物,6,icon_item_nothing,1,,,傭兵將校,,2,0,2,2,2,2,2,0
10029,Aos_Hero_War,5,怪物,6,icon_item_nothing,1,,,傭兵隊長,,2,0,2,2,2,2,2,0
10030,War_Shield,5,怪物,6,icon_item_nothing,1,,,盾牌傭兵,,2,0,2,2,2,2,2,0
10031,Aos_Soldier_Cart,5,怪物,6,icon_item_nothing,1,,,傭兵,,2,0,2,2,2,2,2,0
10032,Silvertransporter_m,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1711, ""Population"": 4, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,2,2,2,2,2,0
10033,Silvertransporter_m_Quest,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 981, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1081, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 1251, ""Population"": 4, ""TimeRespawn"": 60.0}, {""Map"": 1641, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1651, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1661, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1681, ""Population"": 22, ""TimeRespawn"": 60.0}, {""Map"": 3260, ""Population"": 1, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,2,2,2,2,2,0
10034,Silvertransporter_m_DESERTER,5,怪物,6,icon_item_nothing,1,,,逃兵,,2,0,2,2,2,2,2,0
10035,Silvertransporter_m_Quest_2,5,怪物,6,icon_item_nothing,1,,,癲狂症戰鬥兵,,2,0,2,2,2,2,2,0
10036,Tied_soldier,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}]",被捆綁的戰鬥員,,2,0,2,2,2,2,2,0
10037,Silvertransporter_m_Quest_3,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1151, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1180, ""Population"": 1, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,2,2,2,2,2,0
10040,PhantomKnight,5,怪物,6,icon_item_nothing,1,,,幽靈盔甲,,2,0,2,2,2,2,2,0
10041,PhantomKnight_S,5,怪物,6,icon_item_nothing,1,,,幽靈盔甲,,2,0,2,2,2,2,2,0
10042,PhantomKnight_Elite,5,怪物,6,icon_item_nothing,1,,,巨大幽靈盔甲,,2,0,2,2,2,2,2,0
10043,Stone01,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1041, ""Population"": 9, ""TimeRespawn"": 60.0}, {""Map"": 1271, ""Population"": 31, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1741, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 2541, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 2581, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 3540, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3580, ""Population"": 4, ""TimeRespawn"": 15.0}]",石頭,,2,0,2,2,2,2,2,0
10044,Stone02,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}]",石頭,,2,0,2,2,2,2,2,0
10045,Stone03,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1261, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1441, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 3270, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 3420, ""Population"": 1, ""TimeRespawn"": 60.0}]",石頭,,2,0,2,2,2,2,2,0
10046,Silvertransporter_m_dir,5,怪物,6,icon_item_nothing,1,,,戰鬥兵,,2,0,2,2,2,2,2,0
10094,MeteorStrike,5,怪物,6,icon_item_nothing,1,,,MeteorStrike,,2,0,2,2,2,2,2,0
10096,Blizzard,5,怪物,6,icon_item_nothing,1,,,Blizzard,,2,0,2,2,2,2,2,0
10097,LivingFlame,5,怪物,6,icon_item_nothing,1,,,LivingFlame,,2,0,2,2,2,2,2,0
10099,HiddenFlameSeed,5,怪物,6,icon_item_nothing,1,,,HiddenFlameSeed,,2,0,2,2,2,2,2,0
10120,GhostGirl,5,怪物,6,icon_item_nothing,1,,,信徒幽靈,,2,0,2,2,2,2,2,0
10121,GhostGirl_Add,5,怪物,6,icon_item_nothing,1,,,信徒幽靈,,2,0,2,2,2,2,2,0
10130,GhostBoy,5,怪物,6,icon_item_nothing,1,,,幽靈少年,,2,0,2,2,2,2,2,0
10131,GhostBoy_S,5,怪物,6,icon_item_nothing,1,,,信徒幽靈,,2,0,2,2,2,2,2,0
10140,GhostOldWoman,5,怪物,6,icon_item_nothing,1,,,幽靈大嬸,,2,0,2,2,2,2,2,0
10150,Ghostman,5,怪物,6,icon_item_nothing,1,,,幽靈小姐,,2,0,2,2,2,2,2,0
10151,Ghostman_L,5,怪物,6,icon_item_nothing,1,,,信徒幽靈,,2,0,2,2,2,2,2,0
10152,Ghostman_Big,5,怪物,6,icon_item_nothing,1,,,信徒幽靈首領,,2,0,2,2,2,2,2,0
10153,Ghostman_Copy,5,怪物,6,icon_item_nothing,1,,,信徒幽靈(分身),,2,0,2,2,2,2,2,0
10160,Kiyak,5,怪物,6,icon_item_nothing,1,,,尖角三眼怪,,2,0,2,2,2,2,2,0
10170,Kyokyo,5,怪物,6,icon_item_nothing,1,,,羽翼三眼怪,,2,0,2,2,2,2,2,0
10210,Believeroldman,5,怪物,6,icon_item_nothing,1,,,信徒,,2,0,2,2,2,2,2,0
10230,zombiehoplite,5,怪物,6,icon_item_nothing,1,,,殭屍重步兵,,2,0,2,2,2,2,2,0
10250,Monsterbook,5,怪物,6,icon_item_nothing,1,,,魔法書,,2,0,2,2,2,2,2,0
10260,Pumpkin,5,怪物,6,icon_item_nothing,1,,,半生不熟的南瓜,,2,0,2,2,2,2,2,0
10261,Pumpkin2,5,怪物,6,icon_item_nothing,1,,,死得好的洋蔥,,2,0,2,2,2,2,2,0
10262,Pumpkin3,5,怪物,6,icon_item_nothing,1,,,血多的洋蔥,,2,0,2,2,2,2,2,0
10263,Pumpkin_MagicTarget,5,怪物,6,icon_item_nothing,1,,,南瓜靶子,,2,0,2,2,2,2,2,0
10280,Palisade,5,怪物,6,icon_item_nothing,1,,,柵欄,,2,0,2,2,2,2,2,0
10281,TR_Defense_Symbol,5,怪物,6,icon_item_nothing,1,,,防守守護物,,2,0,2,2,2,2,2,0
11019,shader_test,5,怪物,6,icon_item_nothing,1,,,Shader 測試,,2,0,2,2,2,2,2,0
11020,Goblin_Elite,5,怪物,6,icon_item_nothing,1,,,巴巴烏吉斯,,2,0,2,2,2,2,2,0
11050,Zombie_Bolt,5,怪物,6,icon_item_nothing,1,,,羅紗殭屍,,2,0,2,2,2,2,2,0
11060,Zombie_Berserker,5,怪物,6,icon_item_nothing,1,,,殭屍狂劍士,,2,0,2,2,2,2,2,0
11061,Zombie_Berserker_Quest,5,怪物,6,icon_item_nothing,1,,,殭屍狂劍士,,2,0,2,2,2,2,2,0
11070,Zombie_Bomber,5,怪物,6,icon_item_nothing,1,,,蠟燭殭屍,,2,0,2,2,2,2,2,0
11080,Zombie_archer,5,此為pc召喚的怪物，已從冒險日誌說明中移除,6,icon_item_nothing,1,,,殭屍弓箭手,,2,0,2,2,2,2,2,0
11085,Zombie_Overwatcher,3,怪物,0,icon_item_nothing,1,,,輪椅殭屍,4,2,1,3,1,1,2,2,0
11090,HighBube_Archer,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,4,mon_highbube_archer,113,,"[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",高階布貝弓箭手,0,5,1,47,70,23,23,70,0
11091,HighBube_Archer_test,1,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,7,icon_item_nothing,1,,,高階布貝弓箭手,0,2,0,2,3,1,1,3,0
11092,HighBube_Archer_ghost,1,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,7,icon_item_nothing,1,,,幽靈布貝弓箭手,0,2,0,2,3,1,1,3,0
11110,New_desmodus,3,有一種說法是魔族利用他們當作傳令兵。,0,mon_new_desmodus,41,,"[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",吸血蝙蝠,1,5,0,13,9,32,27,9,0
11119,Treasure_Goblin,3,他們雖然是布貝，但卻過著和原種族沒有關係的生活。,6,mon_goblin_spear_yellow,164,,"[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",珍寶布貝,0,2,0,67,101,33,33,101,0
11120,Goblin_Spear,3,常被人類目擊的布貝。,1,mon_goblin_spear,13,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",布貝掠奪者,0,5,1,7,10,3,3,10,0
11123,Goblin_Spear_red,3,常被人類目擊的布貝。,2,mon_goblin_spear_red,150,,,赤紅布貝掠奪者,0,5,1,62,93,31,31,93,0
11124,Goblin_Spear_blue,3,常被人類目擊的布貝。,4,mon_goblin_spear_blue,23,,,藍色布貝掠奪者,0,5,1,11,16,5,5,16,0
11125,Goblin_Miners,3,常看見他們採集的模樣所以被灌上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 ,1,mon_goblin_miners,16,,"[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",布貝礦夫,0,5,1,8,12,4,4,12,0
11126,Goblin_Miners_Red,3,常看見他們採集的模樣所以被冠上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 根據一種傳言，巨大布貝礦夫是因為犯罪而服勞役。據說若攝取因神樹之日而產生變異的草就會變成紅色。,2,mon_goblin_miners_red,1,,,赤紅布貝礦夫,0,2,1,2,3,1,1,3,0
11127,Goblin_Miners_Blue,3,常看見他們採集的模樣所以被灌上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 ,4,mon_goblin_miners_blue,20,,,藍色布貝礦夫,0,5,1,10,15,5,5,15,0
11128,Goblin_Miners_Big,3,常看見他們採集的模樣所以被冠上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 根據一種傳言，巨大布貝礦夫是因為犯罪而服勞役。,6,mon_goblin_miners,1,,,巨大布貝礦夫,0,2,0,2,3,1,1,3,0
11160,Goblin_Archer,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,1,mon_goblin_archer,21,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",布貝弓箭手,0,5,1,10,15,5,5,15,0
11162,Goblin_Archer_red,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,2,mon_goblin_archer_red,150,,,赤紅布貝弓箭手,0,5,1,62,93,31,31,93,0
11260,EyesOfRagas,5,怪物,6,icon_item_nothing,1,,,眼睛,,2,0,2,2,2,2,2,0
11270,EyesOfSiknos,5,怪物,6,icon_item_nothing,1,,,眼珠,,2,0,2,2,2,2,2,0
11280,Prison_Guard,5,怪物,6,icon_item_nothing,1,,,監獄禁卒,,2,0,2,2,2,2,2,0
11281,mon_paladin_follower1_1,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",聖殿十字軍追隨者A1,,2,1,2,2,2,2,2,0
11284,mon_intermediate_officer_men2,5,怪物,6,icon_item_nothing,1,,,騎士 阿拉斯,,2,1,2,2,2,2,2,0
11310,Mirtis,5,這位是魔君主米爾堤斯為進行偵查派出的部下。 另外也有派分身從旁監視。,6,icon_item_nothing,1,,,米爾堤斯之眼,,2,0,2,2,2,2,2,0
11311,Mirtis_Elite,5,這位是魔君主米爾堤斯為進行偵查派出的部下。 另外也有派分身從旁監視。,6,icon_item_nothing,1,,,巨大米爾堤斯之眼,,2,0,2,2,2,2,2,0
12000,Landmine,5,怪物,6,icon_item_nothing,1,,,爆發地雷,,2,0,2,2,2,2,2,0
12001,Poisonmine,5,怪物,6,icon_item_nothing,1,,,猛毒地雷,,2,0,2,2,2,2,2,0
12002,Claymore,5,怪物,6,icon_item_nothing,1,,,對人地雷,,2,0,2,2,2,2,2,0
12015,Infernalmine,5,怪物,6,icon_item_nothing,1,,,煉獄地雷,,2,0,2,2,2,2,2,0
12051,Warrior_M,5,怪物,6,icon_item_nothing,1,,,村莊居民,,2,0,2,2,2,2,2,0
12061,Statue_angel,5,怪物,6,icon_item_nothing,16,,,小天使像,,2,0,8,8,8,8,8,0
12062,Hall_stone,5,怪物,6,icon_item_nothing,17,,,大廳石像,,2,0,8,8,8,8,8,0
12063,Priest,5,怪物,6,icon_item_nothing,1,,,祭司,,2,0,2,2,2,2,2,0
12082,hidden_monster,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 528, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 529, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 11209, ""Population"": 1, ""TimeRespawn"": 0.001}]",透明物件,,2,5,2,2,2,2,2,0
12083,hidden_monster2,5,怪物,2,icon_item_nothing,1,,,火球,,2,0,2,2,2,2,2,0
12084,hidden_monster3,5,怪物,6,icon_item_nothing,1,,,人質炸彈,,2,0,2,2,2,2,2,0
12085,hidden_monster4,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 11211, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 11213, ""Population"": 1, ""TimeRespawn"": 60.0}]",透明物件,,2,5,2,2,2,2,2,0
12086,hidden_monster5,5,怪物,6,icon_item_nothing,1,,,重力球體,,2,5,2,2,2,2,2,0
15000,Ghost_Soldier,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1551, ""Population"": 6, ""TimeRespawn"": 60.0}]",幽靈士兵,,2,0,2,2,2,2,2,0
20000,MonsterSpawner,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20001,GroupSpawner1,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20002,GroupSpawner2,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20003,GroupSpawner3,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20004,GroupSpawner4,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
20005,GroupSpawner5,3,,6,,1,,,,0,3,0,2,3,1,1,3,0
40056,Skrik,5,怪物,6,icon_item_nothing,1,,,水晶,,3,0,2,2,2,2,2,0
40063,Anvil,3,,6,,1,,,鐵砧,3,3,0,1,1,1,1,1,0
40067,HitMe,3,,6,,1,,,Hit Me,0,3,0,2,3,1,1,3,0
40142,mandragora,1,,6,,1,,,曼德拉高拉,5,3,0,3,1,1,1,3,0
40200,MCy_Turret,3,,6,,1,,,砲台,0,3,0,2,3,1,1,3,0
40201,MCy_Guard_fence,3,,6,,1,,,蝶林,0,3,0,2,3,1,1,3,0
40202,MCy_Soldier,3,,6,,1,,,警備兵,0,6,0,2,3,1,1,3,0
40203,MCy_Golem,3,,6,,1,,,青苔泥人,0,3,0,2,3,1,1,3,0
40204,MCy_Zombieboss,3,,6,,1,,,機角卡洛斯,0,3,3,2,3,1,1,3,0
40206,MCy_Siege,3,,6,,1,,,攻城支援兵,0,3,0,2,3,1,1,3,0
40207,raid_Guard_fence,3,,6,,1,,,蝶林,0,3,0,2,3,1,1,3,0
41183,boss_obb,5,怪物,6,icon_item_nothing,1,,,boss_obb,,3,0,2,2,2,2,2,0
41196,Long_Arm,3,從灌木變形而成的怪物，將分枝丟棄，用2個樹枝來攻擊人。,1,mon_long_arm,100,,"[{""Map"": 1431, ""Population"": 40, ""TimeRespawn"": 0.0}]",長臂樹怪,5,5,1,63,31,31,31,52,0
41197,tombstone_turtle,4,是屬於礦石龜亞種的生物。,6,mon_tombstone_turtle,173,,"[{""Map"": 2511, ""Population"": 60, ""TimeRespawn"": 0.0}]",勒多,4,5,0,115,53,53,62,71,0
41198,dog_of_king,4,有一種說法是警備犬是札卡里耶爾大王親手創造出來的。,1,mon_dog_of_king,90,,"[{""Map"": 1361, ""Population"": 35, ""TimeRespawn"": 0.0}]",貝奴凱洛斯,1,5,1,28,19,66,57,19,0
41199,katacom_cemeterygolem,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,6,katacom_cemetery_golem,82,,,墓地青苔泥人,4,5,1,56,26,26,30,34,0
41200,tree_toormole,3,儘管類似性很強，但和葛雷斯墨爾沒有任何關聯。此怪物甚至是由植物變形而來。,7,mon_tree_toormole,160,,,樹根田鼠,5,2,1,99,49,49,49,82,0
41201,boss_onion_the_great,4,目前還正在研究為何有的凱帕會變種。其中也包含一些能被接受的研究，但大家並不期待其成果。,0,boss_onion_the_great,1,,,凱帕奇樹妖,4,0,3,3,1,1,2,2,0
41202,boss_poata,3,波亞塔是起源於植物的怪物，為了獲得更強的力量，正找機會見魔族。,7,boss_poata,6,,,波亞塔,0,0,3,4,6,2,2,6,0
41203,boss_deadbone,4,是個死而復生的怪物，不過嚴格來說，應該是走了鬼門關一回重新投胎成魔族的怪物。,0,m_boss_deadbone,107,,,鐵甲殭屍,4,0,3,72,33,33,39,44,0
41205,boss_salamander,3,神樹之日以前就存在的怪物，雖然遠古前數量很少，甚至有些個體與人類關係很親近，現在則完全相反。,2,boss_salamander,17,,,火焰蜥蜴王,0,0,3,8,13,4,4,13,0
41206,Soldier6_rotateOff,5,怪物,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 1, ""TimeRespawn"": 60.0}]",警備兵,,2,0,2,2,2,2,2,0
41207,boss_Saltistter,4,原本出生在很冷的鄉下，神樹之日過後被目睹到處活動的樣子。,4,boss_saltistter,106,,,薩爾提斯托,0,0,3,44,66,22,22,66,0
41208,boss_ginklas,4,目前奇葛拉斯被狂氣感染，所以本來具備的理性已消失。,2,boss_ginklas,19,,,奇葛拉斯,4,0,3,15,7,7,8,9,0
41209,boss_stone_whale,4,由礦物變種的怪物，與石鯨怪沒甚麼血緣關係，目前還不清楚為何具有鯨魚的外型。,1,boss_stone_whale,19,,,石鯨怪,4,0,3,15,7,7,8,9,0
41210,boss_tutu,3,神樹之日過後兩棲類變種成多種型態，毒魔蛙圖圖相較之下反而變得較接近原本的樣貌。但並不是那樣就變得比較不殘暴。,7,boss_tutu,7,,,毒魔蛙圖圖,0,0,3,4,7,2,2,7,0
41211,boss_yonazolem,4,喬雷說與一般青苔泥人不同，並非因為魔法，是因為其他氣息影響才讓牠們活動的。,1,boss_yonazolem,118,,,約納喬雷,4,0,3,79,36,36,43,49,0
41212,boss_Genmagnus,2,許多妖精與精靈都偏袒與非人類和女神的魔族，選擇反對的少數派則躲藏起來觀望情況。就連神燈魔神也得面對這樣的情勢。,4,boss_genmagnus,1,,,神燈魔神,1,0,3,1,1,4,3,1,0
41213,boss_BiteRegina,4,神樹之日時變種的昆蟲怪物大部分為存在於女王或君主下的個體。,7,boss_biteregina,61,,,比特雷巨蜂,2,0,3,26,46,13,19,26,0
41214,boss_Iltiswort,1,從強大的植物怪物身上可以找到的優勢，大概就是他們是無法移動的固定型吧。,7,boss_iltiswort,1,,,伊提斯大嘴獸,5,0,3,3,1,1,1,3,0
41215,boss_GiantWoodGoblin_red,3,神樹之日以後森林變成人類聚怕的地方。就是因為這些難以對付的大型怪物的影響。,2,boss_giantwoodgoblin_red,121,,,紅樹林巨獸,5,0,3,75,37,37,37,63,0
41216,boss_lepus,3,他們曾經是對人類很友好的動物，不過現在是比熊還危險的生物。就像魔族一樣邪惡。,1,boss_lepus,60,,,雷普斯,0,0,3,26,39,13,13,39,0
41217,boss_mushcaria,1,理由雖然還不得而知，但因為神樹之日變形後，就對女神們露出敵對感。,7,boss_mushcaria,13,,,蘑菇卡利亞,5,0,3,10,5,5,5,9,0
41218,statue_raima_mon,5,怪物,6,icon_item_nothing,1,,,statue_raima_mon,,3,3,2,2,2,2,2,0
41219,boss_chafer,3,反正對人類而言是不相關的事情，除了自己以外，都不喜歡其它昆蟲型。特別是厭惡蜂種類的怪物們。,7,boss_chafer,10,,,切波勒,2,0,3,6,10,3,4,6,0
41220,boss_Gaigalas,3,不太清楚魔龍凱拉斯祈願的生物是甚麼。極有可能是原本不存在於這世界的生物。,1,boss_gaigalas,64,,,魔龍凱拉斯,0,0,3,27,41,13,13,41,0
41221,boss_Throneweaver,1,具有強大力量的昆蟲型會忠實於自我本能成為殺戮者或是想獲得影響力。後者特別危險的理由是他們大半和魔族聯手，王座大蜘蛛就屬於此情形。,7,boss_throneweaver,109,,,王座大蜘蛛,1,0,3,34,22,79,68,22,0
41222,boss_bebraspion,3,曾嘗試於年幼時要馴服人類族群，不過只有魔族徹底馴服成功。,5,boss_bebraspion,56,,,火暴地鼠獸,0,0,3,24,36,12,12,36,0
41223,boss_mushwort,1,抓這類怪物最難的地方就在於睡醒時有很高的機率會出現在家裡。,7,boss_mushwort,112,,,潮濕的蘑菇沃特,5,0,3,70,35,35,35,58,0
41224,boss_sparnas,3,可能因為是鳥，所以很容易被飼料誘惑。魔族也利誘它們開始折磨人類。,5,boss_sparnas,61,,,斯帕勒那絲,0,0,3,26,39,13,13,39,0
41225,boss_mineloader,4,不清楚到底是神樹之日之後形成的怪物還是魔君主經由特殊儀式製造成的怪物。總之是個非常有用的裝備。,5,boss_mineloader,119,,,瑪因洛德,4,0,3,80,37,37,43,49,0
41226,boss_Rajatoad,3,這類怪物在神樹之日之後變種而成，不確定是活動空間從海邊移動到了陸地上，還是由魔界生物體過渡而來的。重點是尤拉泰女神看起來不太感興趣的樣子。,4,boss_rajatoad,73,,,拉查托特,0,0,3,31,46,15,15,46,0
41227,boss_ShadowGaoler,1,鬼影凱伊洛原是精靈的一份子，神樹之日時則臣服於魔族力量之下。,0,boss_shadowgaoler,18,,,鬼影凱伊洛,1,0,3,6,4,16,13,4,0
41228,boss_helgasercle,1,赫嘉塞露女妖是最強大的魔君主之一。同樣是魔君主的哈勃克曾經遭受到她的憤怒，被解體並封印的事情，也顯示了她的強大。與赫嘉塞露女妖經歷過數百年戰鬥，具有優勢的亞佳伊拉弗羅里則當然是歷史上最常被歌頌的偉大魔法師。,0,boss_helgasercle,126,,,赫嘉塞露女妖,1,0,3,39,26,91,78,26,0
41229,boss_lecifer,2,雷克西波是所有魔君主中最聰明的一位。但雷克西波之所以不夠活躍的原因，是魔王傑斯堤沒有適當任用他的關係。幸好我身為人類可以做很多事情。,0,boss_lecifer,96,,,雷克西波,1,0,3,30,20,70,60,20,0
41230,boss_necrovanter,2,支配其他命令，奪走不服從的懦弱亡靈的力量，並傾向於收集更強的力量。,0,boss_necrovanter,49,,,地獄亡靈,1,0,3,16,10,37,32,10,0
41231,boss_rootopus,3,你覺得在與海洋無關的生物體與地形上出現變異生成的怪物都是因為魔族的錯的話，那也想得太輕鬆了。其實這狀況是無法那麼輕易說明的。,5,boss_rootopus,1,,,蠕動的魯托普士,1,0,3,1,1,4,3,1,0
41232,boss_RingCrawler,4,我大概發現克羅洛鐘利用甚麼樣的魔法作用活動的原理了。神奇的是我並不是參考別人的研究，其實這是神樹之日後就這樣自然而然發生了。,5,boss_ringcrawler,145,,,克羅洛鐘,4,0,3,97,45,45,52,60,0
41233,boss_Rocktortuga,4,遠古石龜獸初期出現時，士兵因為它堅硬的外殼於打怪時遭遇挫折。後來進一步了解遠古石龜獸身體構造的弱點，但要利用其弱點想出攻略也不簡單。,1,boss_rocktortuga,5,,,遠古石龜獸,4,0,3,6,3,3,3,4,0
41234,boss_yekub,3,耶庫是魔界最惡名昭彰的存在，而且生出很多分身散佈各處，約克巴伊特就是其中一種分身的名稱。,4,boss_yekub,114,,,耶庫,0,0,3,47,71,23,23,71,0
41235,boss_RytaSwort,1,他們孢子散播、後代子孫個體初生之前，致力於剷除這些個體。,7,boss_rytaswort,55,,,毒孢子霸王食人花,5,0,3,36,18,18,18,30,0
